Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors,Revenue 2018,Revenue 2019,Revenue 2020,Revenue 2021,Revenue 2022,Revenue 2023
Gugu,2018,2008.0,Battery,Seed,564044.71,"Coimbatore, Tamil Nadu, India",Gugu designs & Sells all Electric Connected Two-wheeler's with Network of Open & Free Fast charging Stations across India.,Unknown,593242.2730494360,989219.7045238800,1027296.0400774600,988275.380072795,961492.2898422390,1139863.4663860600
FarmTaaza,2018,2020.0,Agriculture,Series A,1684330.73,"Bengaluru, Karnataka, India",Farm Taaza provides expert advice to the farmers on improving the yield and improving the field operations of the farmer.,Unknown,2850249.8492033300,3090865.945816310,2873246.999372070,3393122.382260390,3424447.67888865,3499286.377805860
Vizzbee,2018,2014.0,Artificial Intelligence,Pre-Seed,1709053.94,"Bhopal, Madhya Pradesh, India",Autonomous Drone Solutions for last mile delivery as well as search and rescue,Unknown,2781273.082344020,2741456.717277210,2656626.019811640,3357097.707344220,2813688.8896120600,3768472.0665940900
BIGPHI TECHNOLOGIES PVT. LTD.,2018,2018.0,Fashion,Angel,1163136.4,"Bengaluru, Karnataka, India",BIGPHI technologies is the India's first technologically advanced apparel and wearable company.,Unknown,1245423.4772546400,2010599.7023196700,2044987.3884519200,1865999.7603310300,1912102.9557126400,2093850.202550700
Mobycy,2018,2018.0,Fitness,Angel,1100154.76,"Gurugram, Haryana, India",India's 1st Dockless Bicycle Sharing App,Unknown,1280336.8157316000,1455529.1177471600,1667125.6574855300,2001183.6342707900,2156135.942577050,2350936.5150956900
Traveo Soft Pvt. Ltd.,2018,2020.0,Mobile,Undisclosed,834816.87,"Bengaluru, Karnataka, India",AI based Business Travel & Expense management,Unknown,1087188.4091334600,1536888.127842520,1658037.983383330,1291296.6472039300,1664326.536849740,1986911.5637501900
Em Personal Care,2018,2019.0,Cosmetics,Seed,1712970.98,"Worli, Maharashtra, India",Em Personal Care is a Cosmetic products manufacturing Company.,Unknown,2206103.138089360,3189342.0807648200,2605469.013372680,3039854.7429536500,3115677.6368340700,3328675.4557956500
Lucideus,2018,2016.0,Consulting,Venture - Series Unknown,1485261.18,"New New Delhi, New Delhi, India","Lucideus is a cybersecurity company that offers its customers with consultancy, training, and solutions to counteract cyber-attacks.",Unknown,2163178.8336482700,2419698.3042090900,2633862.614118240,2837963.71645581,2431663.8130919100,3068169.2178635100
Eupheus Learning,2018,2017.0,E-Learning,Seed,679717.36,"New Delhi, New Delhi, India",Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,Unknown,1058675.173454260,1067119.8654678800,1317430.7372136900,1332504.3086999600,1374167.8864003200,1360571.4552538100
GamingMonk,2018,2018.0,eSports,Series A,1893372.23,"New New Delhi, New Delhi, India","GamingMonk is an eSports gaming company based out of New Delhi, India.",Unknown,2368450.1865426100,3297829.210673940,2919061.5402904700,2927522.025011290,3287686.436422450,4436527.531496740
Sukkhi Jewellery,2018,2018.0,Fashion,Venture - Series Unknown,929500.76,"Mumbai, Maharashtra, India",Sukkhi Jewellery is a Contemporary fashion jewellery brand.,Unknown,1488735.486615730,1465726.0960220300,1735922.2394657300,1779127.1328690500,2010985.3951883500,1803049.6818360100
INDwealth,2018,2015.0,Financial Services,Seed,969960.11,"Gurugram, Haryana, India",INDwealth is an Artificial Intelligence (AI) powered wealth management company,Unknown,1326285.7842495400,1587666.7579087200,1549471.156268480,1876099.0484853300,1822205.3896201600,1958582.7665632400
Medikabazaar,2018,2014.0,B2B,Series A,559676.72,"Mumbai, Maharashtra, India",India's largest medical and surgical supplies marketplace,Unknown,767093.8521769890,1031608.8746771500,1037156.5134017700,1117600.598646640,1187045.27290995,1217124.0877347700
NIRA,2018,2015.0,Credit,Seed,1409467.64,"Bengaluru, Karnataka, India","NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",Unknown,2109088.370630970,2153409.4738130400,2418250.810981690,2822605.1307362500,2844362.36012803,2965286.3787296400
Duroflex Pvt. Ltd.,2018,2014.0,Consumer Goods,Private Equity,1857363.64,"Alleppey, Kerala, India",Duroflex Pvt. Ltd. operates as a dominant mattress player.,Unknown,1864973.661099230,3108552.181030560,2645003.750703730,3635545.6758848900,3622619.45835697,3620409.853268130
Clensta,2018,2018.0,Biotechnology,Seed,599492.75,"New New Delhi, New Delhi, India",A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,Unknown,774263.3745323540,1028987.5818989100,904745.6387705930,1222182.2300977100,1255389.869352850,1427364.6303136700
Jetbrain Robotics,2018,2017.0,Health Care,Seed,860983.24,"Gurugram, Haryana, India","Jetbrain Robotics is Hong Kong / Gurgaon based company, building advanced robotic transportation solutions for multi speciality hospitals.",Unknown,1058744.7478990900,1277380.8380191800,1579183.031104320,1312702.8619789300,1573646.7772449400,1596748.43767208
Medimetry,2018,2019.0,Health Care,Seed,642736.01,"Haryana, Haryana, India","MediMetry is an online platform where patients can consult specialists doctors online - from anywhere, at anytime.",Unknown,846794.7444924900,927719.7640463940,1148743.8007268900,1338710.219439650,1339712.6792456400,1406185.2303170500
Healthkart,2018,1999.0,E-Commerce,Venture - Series Unknown,1065125.84,"Gurugram, Haryana, India","The one stop shop for health, fitness & beauty.",Unknown,1110209.5272655900,1395395.9889482500,1845673.32155703,2142971.5488051700,1856582.5801813100,2134598.208016720
Indiabulls Ventures,2018,2015.0,Financial Services,Post-IPO Equity,633897.45,"Mumbai, Maharashtra, India",Indiabulls Ventures Limited is one of India’s leading capital market companies providing securities and derivative broking services.,Unknown,959567.8080152190,1013229.1862090800,1212558.3147844200,1039252.2980729900,1095009.1165485300,1551411.8018220900
Vistara,2018,2014.0,Aerospace,Private Equity,1187586.72,"Haryana, Haryana, India",Vistara is a joint venture of Tata Sons Limited and Singapore Airlines Limited (SIA),Unknown,1901423.9282452500,2197158.338105470,1772848.5403123800,1857959.1249807700,2254492.853381020,2392014.514016390
ClearTax,2018,2015.0,Accounting,Series B,1148076.15,"New New Delhi, New Delhi, India",ClearTax India helps individuals prepare and e-file their Income Tax Return online.,Unknown,1226517.6934946800,1804140.4435559500,1667278.0733719900,1933724.677792850,2009376.2000130200,2337367.349999380
Shuttl,2018,2008.0,Apps,Debt Financing,1712044.9,"Gurugram, Haryana, India","Shuttl provides an app-based office shuttle service to make daily commute safe, reliable, affordable and dignified for everyone.",Unknown,2258131.7322524400,3060391.565659680,2744407.208472310,2881078.2206610200,3686610.0367223700,3800447.4104973800
GuruQ,2018,2017.0,Reading Apps,Seed,1333705.51,"New New Delhi, New Delhi, India",A one of its kind digital integrated platform connecting tutors and students.,Unknown,1558252.9811275500,1848991.982405960,2109325.430249990,2350651.2983167300,2931104.213337160,3078427.8167148800
Azure Power,2018,2014.0,Energy,Post-IPO Equity,1574874.82,"New New Delhi, New Delhi, India","Azure Power produces and distributes solar power to commercial, government, and utility customers in India.",Unknown,2612056.626488880,2305075.3363206900,3129527.385758020,2464684.7269161300,3298325.694174180,3149752.850230920
Cube,2018,2017.0,Banking,Series A,569874.0,"Mumbai, Maharashtra, India",Cube is consumer banking focused fintech company.,Unknown,966808.9128381160,1079318.9458663500,828442.6182706630,1183192.933316520,968314.3947554530,1353280.2915650600
RAHI Care,2018,2012.0,Health Care,Venture - Series Unknown,1320477.67,"Chandigarh, Chandigarh, India",RAHI Care is a Health Care company.,Unknown,2119639.724113980,1794277.6481217400,2507068.7615658000,2147280.3057652700,2825233.789349520,2645053.520460230
Mynvax,2018,2016.0,Biotechnology,Angel,1532787.84,"Bengaluru, Karnataka, India",Mynvax is a biotech Company.,Unknown,2257496.7777241400,2151275.991593530,2808680.8650050900,2782579.7650915500,2993577.915963380,2776266.7834749900
Loans4SME,2018,2017.0,Financial Services,Seed,1078770.55,"Mumbai, Maharashtra, India",Loans4SME is an alternative lending platform.,Unknown,1497133.4471619400,1903171.060456580,1608844.976469650,1728923.4551245500,2252651.9525961600,2282815.420416390
UpCyclersLab,2018,2015.0,Apps,Seed,1150573.9,"Mumbai, Maharashtra, India",UpCyclersLab is a startup that makes sustainability-based learning tools for children above the age of five.,Unknown,1953841.1322785700,2040085.8042824500,2123509.2648622900,2216022.1442221000,2455229.6512789700,2875276.6601760700
Cellerite Systems,2018,2017.0,Electric Vehicle,Seed,944645.94,"Hyderabad, Andhra Pradesh, India",Cellerite Systems is a charging solutions provider for electric vehicles.,Unknown,1089299.8061802700,1476388.0002210600,1612917.2614801500,1761524.386141840,1650984.7454805300,1941482.868214370
Taru Naturals,2018,1994.0,Agriculture,Seed,1082733.19,"Mumbai, Maharashtra, India",Taru Naturals is a network that connects farmer communities with clean technology and renewable energy.,Unknown,1166220.8166668800,1701345.0830123900,1746613.5016917400,2214172.052779160,2091622.9945753600,2359019.3508224600
LetsMD,2018,2011.0,Fitness,Seed,1443963.41,"New New Delhi, New Delhi, India",LetsMD.com is a marketplace for elective surgeries,Unknown,1825385.5170019700,2446718.6478966700,2431039.9122572700,2867921.175715680,3160636.296804470,2715012.2232467900
Twenty Two Motors,2018,2006.0,Automotive,Corporate Round,1820279.32,"Haryana, Haryana, India",Twenty Two Motors aim of making cutting edge EV technology affordable for the current generation.,Unknown,2068176.0165633200,3226976.6801374800,2844930.542258810,3776727.055455220,3897373.86070238,4282513.606802100
Truebil,2018,2019.0,Automotive,Series A,1446188.8,"Mumbai, Maharashtra, India","Truebil is a team of young, highly motivated professionals who strive to help you buy and sell used cars in the simplest way possible.",Unknown,1552987.7724558200,2361998.1819565500,2225325.4086906500,2994354.2095697000,2997051.2636349900,2783129.4581245200
FarmersFZ,2018,2015.0,Agriculture,Seed,1464171.64,"Kochi, Kerala, India",FarmersFZ is an online venture for fresh and safe vegetables and agri products.,Unknown,1520075.0298113300,2133898.364296810,2508614.2541822400,2464608.4673957600,2646543.2768100800,2839542.3646563800
Worxogo,2018,2015.0,Information Technology,Series A,931828.61,"Bengaluru, Karnataka, India",worxogo’s is a pioneering persuasive technology products align employee behaviours .,Unknown,1507488.3505014200,1447032.488478500,1376248.2123641400,1940979.796459560,1974938.6703094700,2010597.045474170
Vivish Technologies (myGate),2018,2012.0,Apps,Series A,620253.97,"Bengaluru, Karnataka, India",India's leading mobile based security management solution .,Unknown,626780.164777393,1040323.5921123100,909184.4864403670,1111384.9862652800,1271151.2476706000,1366701.975635280
Singularity Dynamics,2018,2017.0,Artificial Intelligence,Seed,946224.12,"Bengaluru, Karnataka, India",Singularity Dynamics is a Chip-design testing startup.,Unknown,1128807.0971490500,1612620.1340889700,1471522.903068460,1897267.9224279200,1668785.263826210,2318882.547192680
Virtual MetalStreet(MetalStreet),2018,2019.0,B2B,Angel,1367043.17,"Bengaluru, Karnataka, India",Virtual MetalStreet(Metalstreet) is a B2B marketplace for steel trading in India,Unknown,1668056.1873632200,2417058.2266957700,2437678.080330580,2850113.7053298400,2370944.085148160,2936508.9170627700
Veritas Finance,2018,2014.0,Financial Services,Venture - Series Unknown,1642279.34,"Guindy, Tamil Nadu, India",Veritas Finance has been promoted with a primary purpose of meeting the working capital and business credit requirements of the small bus.,Unknown,2332428.667762650,2462528.233305980,3240560.282213450,2961579.492270090,3116415.5225933400,3127562.848012330
Manjushree Technopack,2018,2013.0,Packaging Services,Private Equity,1022565.0,"Bengaluru, Karnataka, India",Manjushree Technopack is a Rigid plastics packaging convertor in India and South Asia.,Unknown,1029925.0753621300,1354460.3242638000,1876508.424162480,1803304.1557229800,2038458.0850086300,1952463.3066307400
GoZefo,2018,2017.0,Computer,Venture - Series Unknown,646569.38,"Bengaluru, Karnataka, India",Startup working on a white space in the eCommerce industry.,Unknown,852805.311420181,1116357.8624730900,1007501.4275488000,1170052.4394592500,1197472.296308210,1318691.2357287700
Zomato,2018,2016.0,Food Delivery,Secondary Market,1132349.01,"Gurugram, Haryana, India",Zomato is a search app offering detailed information for restaurants as well as online food delivery.,Unknown,1551932.1647589200,1506466.7178116600,1627137.9203067400,1722811.2159434300,2312824.4245147000,2518564.7610627300
Innov8 Coworking,2018,2018.0,Collaboration,Seed,767156.66,"New New Delhi, New Delhi, India",Innov8 is a Y- Combinator backed company that offers coworking and shared office spaces.,Unknown,938931.233010438,1266070.6894922600,1124277.826448230,1261688.2150153200,1415411.0894901400,1513917.8727442200
RevFin,2018,2016.0,Accounting,Seed,1832039.64,"New Delhi, New Delhi, India",RevFin is a digital lending company.,Unknown,2290780.5598072400,2635948.9547831500,3476481.0964319800,3177854.957796330,3704403.834267980,4000926.071474850
Lavelle Networks,2018,2017.0,Cloud Computing,Venture - Series Unknown,925100.67,"Bengaluru, Karnataka, India",Lavelle Networks provides Software Defined WAN (SD-WAN) Solutions to build end to end Enterprise Networking Platforms for tomorrow,Unknown,1239748.4193490900,1307417.01482842,1684809.3403497400,1625541.626533510,1860630.9067545600,2201260.4490083000
Blackbuck,2018,2015.0,Information Services,Series D,1349519.4,"Bengaluru, Karnataka, India",Blackbuck is a logistics startup based in India.,Unknown,1541608.6240324500,2410254.390284490,2190296.1263732800,2712197.1496905700,2732067.2302754100,3178323.48574518
Cardekho,2018,2010.0,Automotive,Series C,1308433.33,"Gurugram, Haryana, India",Cardekho is a car search venture that helps users buy cars that are right for them.,Unknown,2058604.3722500400,2247161.2076010100,2002796.9311223800,2571555.6793154800,2445617.7199705000,2680522.458007720
ElasticRun,2018,2019.0,Delivery,Series B,635521.19,"Pune, Maharashtra, India",ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers in India.,Unknown,925611.5820112420,858065.3089656200,1229734.7370189200,1126906.674006700,1177060.861997410,1498404.7120576100
Droom Technology Private Limited,2018,2015.0,Automotive,Series E,953174.58,"Gurugram, Haryana, India",Droom is a marketplace for automobiles and automobile services.,Unknown,959499.8345737690,1344023.0841024300,1350112.9577927700,1684280.9562355200,1570714.9989192300,2179745.203981030
